index,Name,Release date,Price,Average playtime forever,Developers,Publishers,Genres,About the game,Estimate users,Estimated gross profit,Review score,Total days,Extras trophy,Operating System,year
51262,Night Mysteries: The Amphora Prisoner,2015-02-26,0.99,227,Anvate Games,Anvate Games,"Adventure,Casual","Genre Old-school 3D adventure in the best traditions of the genre Story Natalie, a young writer, is late for her motor ship that was to take her home to America. However, at the port she meets the captain of the cargo ship that by a lucky chance sails to the same destination. The captain invites her to sail with them, and Natalie agrees. If she only knew how this voyage would change her life. It is all about the item from a mysterious antique collection on board. Gameplay You'll enjoy a whole lot of fascinating minigames, an excellent quest for the necessary items, and a captivating and outstanding storyline. The game implements some really diverse minigames, including the simple ones that employ your reaction and speed, as well as games with an innovative, but intuitive gameplay. Game puzzles and quests are extremely logical, and they don't irritate the player by making them take the most unobvious actions to solve them. A great atmosphere and storyline provide the deepest possible gameplay involvement. Key Features Captivating and outstanding storyline Great atmosphere that absorbs you deeply into the gameplay The abundance of different puzzles, both classic and new, never before have not implemented Fascinating and extremely logical quests Selected difficulty level determines the contents of the game dialogs and messages received by the player in the game",137,135.63,41,3230,1,True,2015
40017,Higurashi When They Cry Hou - Ch.1 Onikakushi,2015-05-15,0.0,396,07th Expansion,MangaGamer,Adventure,"*THE GAME THAT INSPIRED THE MEGA-HIT ANIME SERIES RETURNS WITH BRAND NEW CHARACTER ART!! * ---------------------------------------------------------------------------- The 58th year of Shouwa, early summer It’s June, and the summer heat has arrived earlier than it does most years. By day there are crickets, and by night there are cicadas. We’re in Hinamizawa, a small village in the countryside. There are fewer than two thousand people here. But every year, there is an event. This event is a mysterious death. (The series has run from 1979 to 1983) On a certain day in June, someone dies, and someone else goes missing. The series of deaths is connected to the upheaval surrounding the dam construction project. A murder case that was covered up is being reenacted. Is it a conspiracy? A coincidence? Or perhaps a curse? Someone who was supposed to be there isn’t. Someone who wasn’t supposed to be there is. Someone who was alive last night is dead now. And someone who is here right now isn’t alive. So, there is no way to avert tragedy. There is no choice but to give up. But don’t give up. Only you can stand up to this.",3603,0.0,3255,3152,14,True,2015
28581,Tallowmere,2015-03-03,3.99,122,Chris McFarland,Chris McFarland,"Action,Indie","RAISE YOUR SHIELD Indulge Lady Tallowmere. See how far through her lovingly violent dungeons you can delve in this 2D indie action roguelike-inspired platformer. New rooms are procedurally generated every time you play, meaning you'll have to be on your guard for every randomly-placed enemy, elite, boss, and treasure chest you'll come across. Each room gets progressively bigger, harder, and more rewarding the further you go. The concept is simple yet hard to master: Raise your shield to block enemy attacks. Lower your shield and strike your foes when the timing is right. Jump or move to avoid traps, or use your shield to reduce damage taken. Find the key to advance to the next room. Collect weapons, outfits, headgear, and shields of various rarities to aid your journey. Turn in souls from slain enemies to increase your base stats and passive abilities. Stay alive as long as you can. Brace yourself as you learn the quirks of each foe, trap, and room type so you can strive for that 'one more run' high-score victory. Each dungeon is infinite in length so it's up to you to push your limits; local scoreboards and online leaderboards let you track your greatest efforts. Play with keyboard (and optionally mouse buttons), or use your favourite gamepad/controller. Tallowmere offers single-player and local co-op madness (up to 4 players sharing the same screen) for fun frantic couch gaming. KEY FEATURES Action roguelite platformer with randomly-generated levels, each room bigger than the last Wreak havoc with trusty axes, hefty clubs, teleporting katanas, stealth-enabling emerald daggers, freezing ice wands, bouncing grenades, embroiling flamethrowers, and powerful rocket launchers Find and equip outfits, headgear, shields, and more Hunt for power with 7 tiers of item rarities ranging from Basic to Otherworldly Learn to conquer multiple enemy types with elite variations, including fire mages, archers, leapers, conductors, ogres, flail knights, feelers, bloats, and zaeries Satisfying combat with persistent bloodsplats and gibs Tactical shield blocking Infinite jumping Deadly traps and obstacles to try and avoid, such as spinning pinwheels, acid clouds, and extremely pointy spikes Coins, hearts, souls, and keys to collect from slain foes Hardcore permadeath to keep your adrenaline going Treasure chests to loot Potions to keep you alive Room events and bosses to master Passive abilities for you to gain strength and then some Coin-loving merchants Difficulty settings to match your pain threshold Challenge modes Combat log Soft savegame system (so you can quit and resume later) and personal high-score system with cross-platform Steam Cloud support Global Steam leaderboards for speedruns and bragging rights Dev console for cheats Sacrificial kittens You're not afraid... or are you? To those who will be lured into Lady Tallowmere's dungeons: good luck. LANGUAGES &amp; TRANSLATORS English Finnish (Suomi) – Tomi Turkki &amp; Olli-Samuli Lehmus French (Français) – Christophe Braguy German (Deutsch) – Spiffosi, sePL, &amp; John Westfield Italian (Italiano) – Luca Pattarini Japanese (日本語) – Teyon Japan Korean (한국어) – The Balance Polish (Polski) – Maciej Ułanowicz Portuguese-Brazil (Português-Brasil) – Lucas Videla Russian (Русский) – Tycho Davidianus Simplified Chinese (简体中文) – Kai Shao Slovenian (Slovenski jezik) – Alen Korez Spanish (Español) – Jose M. Gaspar Turkish (Türkçe) – A. Ozkal BONUS Buy Tallowmere on Steam and get the Android port as a free DLC . Note: • 'Local Co-op' means you can connect up to 4 controllers and play with your friends in the same room sharing the same screen. Network/LAN co-op is not available.",762,3040.38,630,3225,30,True,2015
58985,Prometheus - The Fire Thief,2015-04-20,4.99,0,Magical Hackers,Magical Hackers,"Action,Adventure,Indie","Prometheus - The Fire Thief is an action adventure game set in ancient Greece. As the player you assume control of the titan Prometheus. After stealing the fire from the Gods of mount Olympus, Prometheus must travel all across Greece and outside its borders, battling hideous mythological monsters to gain access to mount Olympus once again. Once there he seeks revenge on Zeus who has turned him into a mortal. On your journey you gather artifacts and weapons to help you on your quest. Prometheus - The Fire Thief is a nonlinear game in which you as the player have to determine the best way to progress throughout the different areas. As you gain items your quest will take new twists, in other words, this is a metroidvania style game. Prometheus is made in a retro style, but attention has been made on making the game mechanics welcoming, for example you can save at any point in the game. The main games Prometheus is inspired by are the NES games Battle of Olympus and to a lesser degree Zelda II - The Aventure of Link . Features: Monstrous bosses to fight Wide assortment of enemies from mythology Artifacts and weapons to collect Retro gameplay and graphics, all original Save feature Controls configuration Original soundtrack by Dan Butler Genuine areas from Greece and outside its borders Action Adventure gameplay",7,34.93,3,3177,15,True,2015
21351,Abduction Action! Plus,2015-09-01,1.99,0,Fun Infused Games,Fun Infused Games,"Action,Casual,Indie,Simulation","As a UFO pilot in training, you have been tasked with the overwhelming mission of invading Earth, terrorizing the locals, and returning home in one piece. Use your tractor beam to abduct helpless Earthlings and defeat aggressive foes. It will take all your skills, wits, and intellect to prove your alien worth and triumph over humanity.",59,117.41,1,3043,10,True,2015
45942,Hatoful Boyfriend: Holiday Star,2015-12-15,9.99,44,Mediatonic,Epic Games,"Adventure,Indie","The loveable birds of Hatoful Boyfriend are back in the remastered holiday-themed sequel Hatoful Boyfriend: Holiday Star! Travel to fantastically styled worlds, meet interesting new chickadees, and find romance in the elegantly designed winter wonderlands. Dust the snow off your wings and take flight with familiar faces and new friends alike in extraordinary adventures hatched from the whimsical mind of the series creator Hato Moa and developer Mediatonic! Freshly Hatched Presentation: Experience Hatoful Boyfriend: Holiday Star in glorious high-definition with extraordinary hand drawn scenery and a dazzling new watercolor world unlike any other. Old Friends and New Faces: All-new stories and adventures starring your favorite feathered romantics from the original game alongside a whole new flock of lovable birdies. New Avian Antics: It’s not a Hatoful Boyfriend game without a bit of the bizarre like anime inspired magical girl transformations for all your favourite pigeon boyfriends, lab-grown birds stealing Christmas and a mysterious King of the Holiday Star. Delightful Side Stories: Veer off the flight plan for some marvelous episodic side stories and fun distractions like series favorite Ryouta and his fantastic radio show.",488,4875.12,425,2938,14,True,2015
6065,Inferno 2,2015-07-29,4.99,0,Radiangames,Radiangames,"Action,Adventure,Indie,RPG","The sequel to Inferno+, Radiangames' critically-acclaimed twin-stick action-RPG, arrives on PC at last! INFERNO 2 boasts even more devious levels, more weapons, more upgrades and powers, more enemies, and more customization, along with more insane explosions and particle effects. BIGGER, BETTER, BADDER! Inferno 2 on PC is everything Radiangames fans have been waiting for: * Play through 80+ levels of atmospheric awesomeness * New Game+ mode adds even more replayability * Customizable gamepad and KB/mouse controls * 3 difficulty levels (change it up at any time) * Dozens of enemy types * All-new special level types and goals * Tons of secrets to discover * A large arsenal of upgrade-able weapons and ship powers * Beautiful HD graphics * Steam Achievements",46,229.54,34,3077,18,True,2015
32820,NeXus: One Core,2015-02-26,4.99,0,Hyde Games,BulkyPix,Action,"NeXus: One Core is fast. It is challenging. It will test your skills like only a few games did before. Ready yourself for a extreme survival run paced by an immersive DnB Music. Set on a straight-line futurist track, your goal is to avoid obstacles while changing your ship color to pass deadly portals. Play alone or share the control of your ship with a second player in a rad co-op mode. Either way, expect not to drop your controler anytime soon. Features One of the most extreme runner out there Exclusive Fusion / Unfusion mechanics (co-op mode) Randomly generated tracks Ranking system with Leaderboards A wide range of game modes Customizable ships",23,114.77,5,3230,0,True,2015
39751,March of War: FaceOff - XL,2015-11-18,0.0,1,ISOTX,ISOTX,"Casual,Free to Play,Indie,Strategy,Early Access","March of War: FaceOff The Battlefield Card Game Played out on a beautiful game-board battlefield, FaceOff offers many of the familiar mechanics of the typical card game; however, but the game-board play adds a unique “terrain” dimension missing from other card games. FaceOff not only plays different than other card games – it is the only Steampunk card game we know of on Steam. Come join the FaceOff alt-history Steampunk wargame community - choose a faction, build a devious deck, and then put on your poker face as you Face Off across the game-board battlefield. Unleash devastating barrages, advance your army, and pulverize the enemy with a dazzling combination of cunning strategy and totally unexpected card combinations. With hundreds of cards across three unique factions, no game is ever the same. Craft your perfect deck and play for free against the AI or human opponents! Many FaceOff players are active chess players looking for entertaining new ways to exercise their chess skills. So if you like card games, and you like chess - then why not download FaceOff and give it a spin - its Free to Play. Features One Account - Multi-platform Windows, OS X, Android, iOS Link any supported device to your account Start game on PC and finish on your tablet (PvE) only Free 2 Play No units restricted to paying only players Earn cards as rewards Earn tickets as rewards Earn Coins Localization 8 Different Languages More to come Extensive Deck Building Begin with versatile starter deck Earn cards &amp; build unlimited custom decks 3 Unique Factions, 400+ cards Disintegrate excess cards &amp; craft new ones Board Based Gameplay More Skill – Less RNG All strategy except for card draw Unique position based gameplay",161,0.0,71,2965,36,True,2015
24095,Xenocide,2015-08-28,2.99,245,Confused Genius,Spawn Point OSK,"Action,Indie","A top-down, arcade crossfire and one moist bloodbath. You'll have to plough through endless cities, ghostly graveyards and even a hillbilly trailer park whilst avoiding volatile contraptions of carnage. It might be wise to stop off at a local shrine and pray to a deity of your choice, it might help... You'll need all the power-ups you can find and when endowed with your trusty firearms you might not perish instantly. Tailor your loadout to suit all of your destructive needs and dominate each danger zone. You can even condemn a friend to join you as a faithful ally! ...or as a walking meat-shield for the inevitable carnage. Features - Five intense arenas with a variety of environments, mechanics and enemies - Customize your loadout with a selection of weapons and grenades to fit your play style - Select your favourites from a pool of eighteen power-ups - Wreak havoc on your enemies with a friend in local co-op mode - Ascend the the leaderboards to become the ultimate Xenocidal maniac!",29,86.71000000000001,17,3047,27,True,2015
2813,Uebergame,2015-10-26,0.0,11,Duion,Duion,"Action,Casual,Free to Play,Indie","A truly free and open source multiplayer shooter, no strings attached. Have casual deathmatch matches on various scenarios. Build your own levels with the ingame editor and assets that come with the game, or just play around and use it as a sandbox. Features: -Free. -Open source. -No pay to win. -Modding friendly. -Easy to use ingame editor. -A big variety of levels and game-modes. -Fully transparent development process. -Community based, so everyone can make suggestions. Some additional notes for all who actually read the description: -This is an indie game and developed by mostly one person (me). -This game does not use Unity or Unreal engine or any products bought from asset stores. -This is an experimental volunteer project and not a final product, but a continous work in progress. -This could/should have been labeled as early access, but I pressed the wrong button, so this option is gone now, deal with it. -This project is an attempt to bring back the good old days. -This is the attempt on offering an alternative for those who want one, if you are happy with the current commercial aaa titles, this game here is likely not for you.",489,0.0,27,2988,0,True,2015
7325,Mushroom Men: Truffle Trouble,2015-03-10,2.99,197,Red Fly Studio,Red Fly Studio,"Action,Indie","Mushroom Men: Truffle Trouble is a unique platforming game featuring Pax, the hero of Mushroom Men. Pax is trapped in a terrible nightmare. You control Pax as he is pursued by the besotted Truffle Princess, combining classic platforming action with imaginative puzzle-solving as you must move, stack, and use objects to create new paths to jump and clamber on, all while the Truffle Princess draws ever closer. Being in a dream, even if it is a nightmare, can have its advantages. Pax can transform into different forms to help him negotiate the world, each with its own distinct and powerful abilities. You can use the forms to scamper across vertical walls, turn invisible, or even fly across vast chasms, but using them at the right time is the key. Mushroom Men: Truffle Trouble hooks you with its distinct gameplay, then keeps you engaged with its beautiful worlds, quirky humor, and Pax’s super-powered forms. Platforming - Pax can run, jump, climb, cling to ledges, push, pull, and grab objects, and use his special Form abilities to overcome obstacles. Puzzles - Pax is able to manipulate his environment through stacking or moving objects in the world, allowing you to creatively use parts of the environment to create new paths for platforming your way forward. The Chase - As you move through the levels you are under a time pressure: the Truffle Princess is after you, steadily smashing her way through the level. You must find a way to keep ahead, increasing your lead enough so that you have time to puzzle through the tricky parts. Even the most basic stretches of levels become critical as you push to stretch your lead. Enemies - Scattered throughout the levels are opponents that you want to avoid or destroy. Each opponent has a different set of abilities. Some move about in a small area, others fly about and attack you from range. You either need to avoid them and their attacks, or land on them to squish them. Forms - Truffle Trouble features five new Forms that Pax can mutate into, each one with its own set of distinct powers and movement abilities. Ghost Pax, who is invisible to enemies and the Princess. Moth Pax, who can fly. Spider Pax, who can walk on walls and ceilings. Mole Pax, who can tunnel through dirt with his powerful claws. Super Pax, who can run and jump faster and higher than trains and tall buildings.",41,122.59,9,3218,15,True,2015
25353,Victor Vran ARPG,2015-07-24,19.99,603,Haemimont Games,"Haemimont Games,EuroVideo Medien","Action,Adventure,Indie,RPG","Victor Vran is an isometric Action-RPG with a massive selection of weapons, items, outfits, demon powers and destiny cards . Experience intense combat action with dozens of enemies attacking you from all sides and unleash powerful skills to finish them off! Victor Vran lets you decide how to play the game. Forge your own personal version of Victor thanks to a vast array of powerful weapons, game-changing outfits, wicked demon powers and destiny cards. Use special moves, combine skills and weapons to wipe out hordes of hideous beasts and clever boss monsters. Slaying demons doesn’t have to be a lonely affair – team up with friends online and explore the story of the dark world together in a full co-op experience. Local co-op is also available. Dynamic action – dive down on enemies, dodge attacks and stand against hordes of monsters Extensive character development – choose your weapons, items, outfits, destiny cards and demon powers to create your ultimate monster-slaying build Invite friends to defeat a vile monster or fight alongside players from all over the world. Do you want to find out who is more powerful? Try out the PvP Arena. Randomly generated items in addition to the hand-crafted ones. Improve every item to perfection by using transmutation . Huge variety in monster behavior Customize your difficulty with cursed hex items Xbox controller support Development will not end with the release. We will continue to improve and update Victor Vran with free features and content. The free Tome of Souls DLC introduces a brand new weapon type that unlocks new active abilities and a spellcaster playstyle. Of course, there are legendary tomes of forbidden words and endless power, such as The Nekonomicon and Fifty Shades of Slay. The free Highlander Outfit DLC opens even more character build options and an exciting new look for the title character. The free Cauldron of Chaos DLC adds a huge new map which offers a randomized layout, encounters and daily challenges.",5916,118260.84,4258,3082,96,True,2015
50828,Asguaard,2015-04-10,9.99,291,Aldorlea Games,Aldorlea Games,"Adventure,Casual,Indie,RPG","Description Ready for a huge adventure? Welcome to the magical world of Asguaard where the future is about to be torn apart. Somewhere, somehow, the Pandora Box has been opened. A series of devastating plagues each worse than the previous are on their way tearing apart the lands and creatures before them. The magical inhabitants of Fairies, Dwarves and legendary creatures are powerless to prevent the tragedy yet there is just one chance. A committee of Fairies gather at Asguaard's highest village - their immense task is to summon a creature able to achieve miracles, a creature read about in the oldest of books, a creature that is in possession of something that the Asguaard kind can only dream of and hold in awe. The possession is a soul and the creature - a human. Come join the fight for Asguaard, a tale of friendship, passion and heroism. Features Aldorlea's most popular game ever Up to 100 hours of playing 150 secret places 500+ Locations - a huge, open-ended world to explore 50 Achievements to Unlock 4 Modes of difficulty, including a Story Mode Learn dozens of specialties such as Sword, Ambush - great replay value 3 levels of learning: Expert-Master-Guru More examples of specialties: Telepathy, Learning, Looting, Botanist, Kindness etc. Rename your character Choose the weapon-type of each character Unique Friendship system Travel in a balloon Summon creatures to help you in the heat of battle Pick up icons on the ground to increase your attack power Ancient, highly powerful Runes to collect High quality production values Amazing fantasy soundtrack Discover a new world and teach magic and fighting to two humans Help the people of the unique world of Asguaard Aldorlea's Best-Sellers Available on Steam / / / Aldorlea Useful Links Official Website (contains 100+ games including all 20+ Aldorlea Games released to date) Aldorlea Community (join it to receive help and info about the games) Aldorlea Facebook Page (become a member to get up-to-date news about us)",93,929.07,65,3187,52,True,2015
