index,Name,Release date,Price,Average playtime forever,Developers,Publishers,Genres,About the game,Estimate users,Estimated gross profit,Review score,Total days,Extras trophy,Operating System,year
7416,Animal Drop Safari,2021-02-24,6.29,0,Anawiki Games,HH-Games,Casual,"Animal Drop Safari is the perfect match-3 adventure for nature lovers of all ages. Swap and pop cute and colorful animals to complete each level’s unique challenges. Sometimes you’ll be striving for a high score, other times you might be trying to free animals from their cages or contending with tricky hedgehogs. Complete a level with moves to spare and you’ll set off a chain reaction of power-ups, watching the points roll in. Can you get three stars on every level? - A match-3 safari adventure! - Swap and pop colorful animals! - 200 colourful levels - Travel the world from savannah to arctic!",9,56.61,9,1040,0,True,2021
8682,Insights - Maniac Vortex,2021-04-15,7.99,0,Weizengaming,Weizengaming,"Adventure,Casual,Indie",Young journalist Thomas wants to write a newspaper article about the psychiatric asylum in the small town Fuchsberg. Not knowing yet that he will be going on a great adventure leading to the greatest article of his life. During his research for the article he finds out about an incident which will affect him for a long time and influence the course of the story. What does this incident mean? What is up with all of this and what secret does the reverend mother try to hide? One thing is clear. You don't get locked up in an asylum against your own will without any reason. Explore a world full of insane and unique people with Thomas and safe him from losing his life and mind because he has made himself some powerful enemies with his research. Do you have the makings and the courage to make the story take a turn for the better?,10,79.9,9,990,22,True,2021
54860,TrackMaster: Free-For-All Motorsport,2021-03-08,7.99,0,The Motor Game Company,The Motor Game Company,"Action,Casual,Racing,Sports,Early Access","Hi, I'm a solo game developer from São Paulo, Brazil, and this is my game! TrackMaster is a game about physics sandbox, racing, vehicular mess and crazy types of events and competitions: doing unexpected things with unexpected vehicles! Want to take a trailer truck to a stunt track? Why not? Want to do a race in a figure 8 track featuring a monster truck, a muscle car, a truck and a bus? Why not? The game will let you drive freely in any track in a freeroam mode, race in tracks designed for collisions, and take part in events for doing stunts, dominating the hill, playing football and many others! TrackMaster is really a project I have began because of those moments of 'if no one is making the game I want to play, I'll make it'. I want the physics and chaos of the old Destruction Derby games, the freedom of old games like Interstate'76 and of modern games like BeamNGDrive, the simplicity of Super Off-Road and Super Skidmarks, the crazy modes of Test Drive: Eve of Destruction, the mayhem of Twisted Metal (the first one), the Monster Trucks from Monster Truck Madness, all this with split screen multiplayer, and more, much more, is that too much to ask? The game is designed as a balanced blend of simulation and fun: the vehicles are entirely governed by physics, so that you can always see a different result from collisions, jumps and stunts. The vehicles sizes and weights are also proportional to each other as in real life. If you drive a 6 ton truck at 100 km/h into regular cars, expect the poor cars to get thown away. But here comes the balance to be fun: the truck won't take 15 seconds to reach 100 km/h (as it would in real life), it's acceleration will let it race against sports cars and other fast vehicles! The physics based system also allows for different handling of RWD (rear wheel drive), FWD (front wheel drive) and 4WD (4 wheel drive) vehicles. GAME MODES FreeRoam - Drive freely, no time limits and no goals in any arena or track. - AVAILABLE NOW Event - Races and other events, see EVENTS, below. - AVAILABLE NOW Career - Start as a novice driver, with a bad car, and try to climb up the racing ranks! - COMING SOON Tournament - Combinations of events in sequence. - COMING SOON EVENTS 14 event types ALREADY IN THE GAME FreeStyle - Do as many tricks as you can in 2 minutes. Front flips, back flips, spiral flips, long and high jumps. Or, prevent the others from doing their hard trained tricks. Racing - You know, try to reach the finish line first. In this game, that's the only rule. Master of the Hill - Stay as long as you can on top of the hill for 2 minutes. Also, make sure the other vehicles can't make it. Tag - Or 'Touch And Go', the playground game, the one you played as a child. Now with big toys. Red Rover - Drive from one end of the arena to the other. The last vehicle each time is out, until there is only one, the winner. Kamikaze Race - A race event where half the vehicles drive the right way. The other half, the wrong way. COMING SOON There and Back Race - Also race, but you drive one lap the right way, the next lap, the wrong way. And so on until finish. Around the Flag Race - And yet another race event: after each lap, make a circle around a flag in the middle of the track, and then proceed to the next lap. Football - You know, one ball, two goals. Period. Capture the Flag - Two teams, each one with a flag. Take the other teams flag and bring to your base. Demolition - Destroy anything that moves. Cops and Robbers - Or 'Team Tag '. You also played this one as a child. Now, with big toys too. Power Potato - Stay most of the time with the potato. Touch the vehicle with the potato to steal it. Hot Potato - Stay away from the potato. The one carrying it, loses points. Touch other vehicles to pass on the potato. Trailer Mode - All of the above, but with trailers attached. Try to finish the event with your trailers, and try to make the other vehicles lose theirs. THE PLAN You can see how I'm planning to develop the game along 2021 in the TrackMaster website. Also, I will present these updates here, on Steam. So, the plan: Middle of 2022. The game at this point will feature all the vehicles (7 classes, with a varying number of models inside each class, to a total of 15 models), 11 tracks (plus the tracks variations) and 14 game modes planned now. 1.0 (end of early access phase) is planned to the end of 2022. The game at this point will feature on-line multiplayer, LAN multiplayer, track editor and of course, more vehicles, tracks and game modes are going to be made. Nothing prevents some features to come out earlier than planned, like online multiplayer, I just can't promise it now. After 1.0, free updates with more of everything described above, and, why not, some new and cool things, like an open world, real world tracks, steering wheel support, vehicle destruction (with soft body physics!), missions and scenarios... but this are just dreams right now and I can't promise any of this. So, the idea is to build a racing game that is easy to play, with a nice balance of fun and physics simulation, so that there are always new stuff to do and try, but that you can play in a relaxed way if you want. As long as the game proves to be good and is financially viable, I don't plan to abandon it after some features have being added, it could go on for years, why not!? I really like the way games like Euro/American Truck Simulator, BeamNGDrive, Cities Skylines and Elite Dangerous are made: with great involvement from a community and constant and free updates and improvements. I don't think I'm going for the paid DLC way, even for the big content updates. I like the idea of a game you can have at the beginning, with just a few features, but a solid foundation, and years later you are still able to have fun with it, but with much more content, and more important, with no more money for it. So, if you like the idea of a racing game to play the way you want, with any vehicle that comes to your mind, in crazy tracks, with lots of chaos, mayhem and solid physics, I hope you can enjoy the game from now on!",8,63.92,8,1028,0,True,2021
15766,BlackChain,2021-03-17,4.99,0,Borington,Borington,"Indie,Strategy","In the year 2088, the Solar System is ruled by those who can exploit it the most efficiently. Corporations constantly push the boundaries of space exploration, artificial intelligence, quantum cryptography and ruthlessness. BlackChain is a story-based real time strategy game, inspired by the old days of game development. It includes: A classic RTS campaign across the Solar System 12 unique story missions with full voice acting Base building Land and air combat Skirmish mode versus AI, up to 8 players Map Editor, custom games A lot of technobabble About the developer Borington is a one-man development team based in Transylvania, this is our second game, after Rum &amp; Gun Got some ideas or questions? Join our Discord server:",86,429.14,65,1019,18,True,2021
45182,*NEW* SCUFFED EPIC VISUAL NOVEL,2021-07-13,0.0,0,"Chris Shanaz,Scuffed Development",shanaz game studios,"Adventure,Casual,Free to Play,Strategy","*NEW* SCUFFED EPIC VISUAL NOVEL Welcome to *NEW* SCUFFED EPIC VISUAL NOVEL! This game is set in the world of *NEW* SCUFFED EPIC BHOP SIMULATOR 2023 (POG CHAMP), and goes into detail about what the world is like outside of the game PLOT SYNOPSIS You are the bean from *NEW* SCUFFED EPIC BHOP SIMULATOR 2023 (POG CHAMP). One day, you are just bhopping around in the world you know and love, that was your life, until you suddenly find somewhere that maybe you weren't supposed to go. The dev's were probably just too lazy to patch it up. You fall seamlessly forever, until you suddenly open your eyes to a hospital bed. Bean then learns that his game was just part of the outside world, and that someone had implanted a bug in the game. After Bean gets discharged from the hospital, he then goes to explore the outside world. Only you can figure out what happens next in *NEW* SCUFFED EPIC VISUAL NOVEL Features - The game takes advantage of Steam Achievements to track your progress - The game contains multiple endings - The game has familiar faces from outside of the Scuffed Bhop Universe.",35,0.0,31,901,20,True,2021
48712,CURSED NIGHT - The House,2021-09-17,7.99,0,VR Pirates Game Studio,VR Pirates Game Studio,"Adventure,Indie","1972, Texas. One night, you had a car accident near the Stafford farm. You wanted to get help, so you went there. But it was your worst decision of your life. What after came...it was the real CURSED NIGHT for you. This horror VR game will show you the real fear. The house is free to be visited, while you have to solve puzzles, and the jumpscares are waiting for you. Play this VR horror experience if you are brave enough!",15,119.85,10,835,0,True,2021
32756,时间之神的猫,2021-11-19,1.99,0,MingCang Studio,MingCang Studio,"Casual,Indie,Strategy","A holy cat came to the mortal world to eat fish. It has no frontal combat capability, nor can it sneak in stealth. But it has its own unique skill-time travel. When the mortal guards followed the timeline to track the cat's figure, they had fallen into a trap. By rationally planning when to appear, the cat will play around with the guard. After eating countless fish, the cat discovered that the most powerful force is not time travel, but wisdom. Cat just want to eat fish There is no complicated love and hatred, this cat just come to eat fish. Escapes the guards, comes to the location of the fish, and eat it. Then returns to the place where you started at the prescribed time. The cat's purpose is that simple. The power of time travel There is no need to follow a fixed round order, the cat can choose to appear in any round. However, this ability is not invincible, the cat can only appear in plots adjacent to the current location. And once it appears in one round, you can no longer choose this round to appear elsewhere. How to pass the level depends on whether you can properly use the power. The guard of the mortal world Unlike the cat that can jump through time and space, the stone guards of the temple only move one step at a time in turn order. But they win in their dedication and tirelessness. As long as you appear in their vision, it will chase you, even if you suddenly disappear, they will always wait where you disappeared, no matter how long. But they won't know. The last round in their eyes is just a normal round you can choose on the timeline. Various challenges From the low-level guards who can only look forward in the early stage, to the ultimate guards who can stare at four directions at the same time in the later stage, the challenges are varied. Every level is in a small space, and there are not too many rounds available. How to plan rationally, is all up to you.",11,21.89,11,772,0,True,2021
30606,The Voluptuous DEMON QUEEN and our Shoebox Apartment Life,2021-12-23,15.99,0,ORCSOFT,Shiravune,Adventure,"Haruhiko Shigiyama—You're a boring office worker who works for a bad company (in office supply retail). You live alone as an obese virgin in your tiny four-and-a-half mat shoebox of an apartment, which is itself a disused relic of a bygone era. Your libido is incredible, but with no cash and no credit, you can't afford to clean yourself up, let alone afford the services of the ladies of the night. Every night, you get home exhausted. You eat, if only for the nourishment, and then collapse to sleep like a pile of mud on the floor. Every morning you wake up, and do it again. Your room is a mess that you never clean up, a reflection of the desolation in your heart. Still, you never snap: You hold it together, in a twisted subversion of your gentle nature. One day, things change. “What cramped, filthy confines. Protists. This is why we call them primitive, I suppose.” You've just gotten back to your decrepit apartment and slunk your blubber into the futon... That's when an explosion of light and a flood of sound fill your apartment. There, like a thunderclap, stands a stranger. You stand stunned. She's beautiful. Some category past supermodel that you've never even heard of. It's well beyond the level of just a pretty face. She exudes natural confidence in an aura so strong you can see it. Her sculpted face screams sex with a kind of perfection that not even her disgruntled expression could ever hope to scratch. And then—then there's her chest. Stunning, voluminous mounds. To put it vulgarly, hot DAMN those are nice tits. You do a quick double-take. Those things would put any porn actress to shame. If the rest of her were any less breathtaking, you might not be able to get your eyes off them. Those breasts are enough of a feast for the eyes to satisfy you for a lifetime, on their own. On top of which, her clothes aren't doing much to hide them. More than half of their curvaceous expanse is right there, exposed, for you to worship. This absolute unit of a woman is standing there, radiating self-certainty, dressed in the kind of scandalous outfit you'd never expect to see outside of anime and games. Are those horns on her head⁠...? Are those part of the costume? They don't look natural, but... while you're busy gaping, she gets in your face. She smells good. Sweet, and sexy, and almost violently tempting, the scent seems to leap right into you. This mysterious woman⁠—the Demon Queen, to hear her tell it⁠—licks her lips with a bewitching smile as she pushes you down. She needs to stock up on magic⁠, and it seems you're a tanker. “You're a veritable fountainhead of energy... It's difficult to believe that you never realized what you had hanging between your legs.” Squeezing your throbbing hard-on, smiling like a cat, she goes on to explain. To go back to her original world⁠—to replenish her wasted magic reserves⁠—she's going to be drinking deep from your stores of semen. Now you're the voluptuous Demon Queen's personal magic cock, getting squeezed out on the daily in your old shoebox apartment⁠—and things won't be the same for you ever again. Features Fully voiced in Japanese A no-frills, all-thrills single-player adventure CAUTION This is a work of fiction. All settings in this story are fictional and have no connection to any real individuals or organizations. All characters appearing in this game are over 18 years of age. This game contains nude scenes. You must be 18 years of age to purchase this item.",1,15.99,0,738,0,True,2021
842,Into the Pyramid,2021-01-01,0.0,0,Aisukaze Studio,Aisukaze Studio,"Adventure,Casual,Indie",Play with 2-10 player online or play offline against the bots. Missions -Team: Collect the relics and escape from the pyramid. -Assassin: Kill your friends and escape from the pyramid. -Tutankhamun: Convert everybody in a mummy. -Thief: Steal relics to the team or the big gem of the statue. Features -Highly customizable: Select the player missions you want to randomly assign to the players. -Play with your friends or use the matchmaking list. -In-game voice and text chat that only works in your vision range. -Radial bar for fast communications with your teammates.,6,0.0,0,1094,7,True,2021
53548,Waifu Discovered 2,2021-07-29,5.99,58,One-Hand-Free Studios,One-Hand-Free Studios,"Action,Casual,Indie","Rescue your possible WAIFU from the evil monsters. Simple EASY TO PLAY strip women up action game! Destroy the deep infected clothes to save the girls from the evil spell! Star Features +8 Very different Waifus to save. Uncensor unlock system. A.K.A: Clairvoyance . Play censored or uncensored, your choice. Streamers / SFW environment with 'FULL CENSORED' mode: No private / intimate body parts will be ever shown while you play in this mode. Unlockable one hand mode game, Where two special ships will be available for this mode. Perfect for... er... playing with with a MOUSE. Online leaderboards. Share your online scores all over the world! Multiplayer: play alone or with a friend local or via team Remote Play Together. Gallery with nice visual effects, clothing selector, visual effects and more... Ready to be printed naked or dressed. High quality 4K art. Other Features Standard and Arcade difficulty modes unlocked by default. Beginner mode appears only if you can't beat the standard game after 10 attempts. Achievements! (N/A during EA) +8 different boss / guardians. Several secret rounds. Bonus levels. 5+2 Characters to choose from. GOOD LUCK SAVING THEM ALL!",0,0.0,0,885,30,True,2021
32713,Urban Tale,2021-10-07,11.99,0,WASD Games,WASD Games,"Adventure,Casual,Indie,RPG,Simulation","Urban Tale finnaly reaches Full Release The lastest update brings Steam Achievements, Scenario Mode and much more.. After: - 675 days, - 33 game updates, - 306 of added MB, - and countless bugs fixes we made it to version 1.0.0. and a Full Release of Urban Tale! Thank you very much! Urban Tale is a realistic, vibrant and unique RPG that will allow you to fulfil your dreams, and pursue your most wanted goals in life. You start from scratch, having nothing in the big city where you can meet a lot of people, that can help you throughout your adventure. Your goal is to survive and succeed in life. Will you be able to make it? Crafting, Cooking, Planting and Harvesting - City Style Experience Crafting and Cooking, even Planting and Harvesting Vegetables in the City. Try selling your Crafted or Cooked items at the Farmers market every Sunday or Open your Own Shop. You can be whoever you want, try to simulate your own life, or try being somebody totally different. Can spend your life working as an employee, when you get enough experience and knowledge, you also become manager or even business owner and run companies, people working in it and your own life, all at the same time. Sick of conventional Jobs? If working a Job is not what you intend to do, no problem, you can pursue several different occupations like making the City a better place and collecting the trash and selling it or if you like living on the edge, try yourself as a pick pocketing thief at Nights. Or try any other of several different un-conventional occupations in the City. Find Love Alot of Different People live in Urban Tale you can try to get to know them all and hopefully sooner or later you will meet the right person in the City and form a meaningful relationship with him or her and get married. Experience the city world like never before, walk around Ljubljana, live your everyday life while trying to have fun. A DIFFERENT CITY PERSPECTIVE You are able do 7 different Jobs (Professional Criminal Career, Bartender, Grocery Store Career, Banker, Florist, Postman or working as Travel Agent at the airport), besides everyday Jobs you can Experience the City life also by doing unconventional Jobs like, Crafting your own items and selling them in your own shop, cooking different items and trying to sell them every Sunday at the Farmer's Marker, Planting and Harvesting in your apartment, collecting Trash in the City and Selling, Robbing People at night or just Completing different Quest for Random People Around the City. NEXT LEVEL OF REALISTIC WORLD You will be able to go all around the city and acquaintance different things. As time goes, you will be able to experience season change, from cold winters to warm summers, leaves falling off the trees and snow falling from the sky. EVOLVE YOUR GAMEPLAY Playing as somebody else is not fun unless you can change your personalities. Game allows you to play as different characters, and change the way you look and play. Choosing different careers and Occupationsyou will give you freedom to find which character fits which career the best. A NEW TAKE ON DESIGN Beautiful pixel art will leave you mesmerised and make the life in the city even more interesting, joyful and fun. We wanted the game to be colourful, yet real-world realistic, having best of both worlds. TALK TO PEOPLE AROUND THE CITY At all times you can talk to people, around the city, in the grocery shop, post office, and wherever you go. You can get all the necessary information, whether is it related to job interview, or you are just wanting to make friends. By talking to people you can get to know them and by getting to know them you might like them and if you find a special person you like, well you can try to make the first step towards them and hopefully after some time, this special person will become your spouse - or not, we don't know what Story you will write, but the possibilities are there.",132,1582.68,62,815,20,True,2021
2295,Cyber Defense 2088,2021-07-09,4.99,0,Tazzo,Calming Winds Productions,"Action,Strategy,Early Access","Its the 80s again, the 2080s, and your mainframe is under attack from rival factions who want to take our city and all we have achieved. Multiple generations of people have settled here since 1986 and called this place their home. They are in trouble and you decide the best defense is a good offence and allow yourself to be transformed into pure energy. You leave behind the physical world and enter this new virtual reality called cyberspace! Your first priority is New Zylon, save it from these attacks, capture the enemy's code and use it unlock more weapons, turrets, and powerful AI bots in this epic tower defense shooter! Cyber Defense 2088 is a fully immersive, 3D VR tower defense shooter. Take a journey into one of the first VR tower defense game that puts you into the action as a first person shooter with full 6 DOF movement. You will fly around in this new cyberspace world to stop attacks with many weapons and defenses. Use the parts of destroyed enemies to build turrets and unlock upgrades. Enjoy dozens of cyberpunk music tracks as you defend your city and save its citizens. Our game was inspired by cult classics like The Lawnmower Man and Tron. Back when the dream of Virtual Reality was still 30 years away, but now is the time! Some music by (Creative Commons) Jason Shaw on audionautix.",1,4.99,1,905,0,True,2021
20833,Infiltration: Alone in Combat,2021-06-02,1.99,0,Elvio Luján,Elvio Luján,"Action,Adventure,Strategy",Use the launch discount while we keep improving the game Infiltration 8 incredible missions full of adrenaline. 2 characters to choose from. Incredible landscapes to enjoy. You will need to infiltrate the enemy lines and complete the assigned mission in order to undermine their plans. This is a game where aim and caution are key to accomplishing missions. Any wrong move can bring the end. It is you against the entire enemy army. 5 graphic quality options,3,5.97,1,942,18,True,2021
43956,HAJWALA LINE,2021-09-17,2.99,0,"Hamza Ahmad Alheet,Thaer Jlal Ahmad",HamzaAlheet,"Action,Adventure,Indie,Racing,Simulation,Sports","HAJWALA LINE Game that designed to match your requirements. New challenge make you collect coins and buy new cars and open new levels. You can completely modify your car Wide modification of the body kit for all cars Adjust the main camera of the car to drive the way that suits you comfort while driven Modify the wheels through the size of the wheel and the form of the wheel and modify the wheel and change the size of the tires Modify the color of the car with the color shine for the main body cold Modified interior car Changing the words on a tableau Change the words on the posterior for back glass Modify full photos of the body and modify the colors Automatic Gear and normal Gear Suspension for the car Camper for the car Adjust the driver's seating by interior Changing the car plate through 11 existing plates Night lighting Different cities, desert and highway",8,23.92,2,835,0,True,2021
32122,Crusade in Europe,2021-11-30,6.99,0,Microprose,Atari,"Simulation,Strategy","Normandy, June 1944. An invasion force of more than 150,000 British, Canadian and American forces needs to be managed, and then their actions on the ground need to be coordinated in response to real-time events on the battlefield. The beginning of a true military crusade. Crusade in Europe is a classic real-time simulation game from the 80s designed by Sid Meier and Ed Bever. The first title in the 'Command Series' of tactical wargames from Microprose, the game features real-time battles that test your skills as a commander. Five different scenarios, from D-Day to the Battle of the Bulge, recreate the tactical decisions faced by commanders in the European Campaign. Each has multiple variables, so you can create “what-if” scenarios, and different levels of difficulty. Accelerated real-time simulation Historically accurate scenarios Different skill levels Single player campaign Two-play head-to-head Choose to lead either side In-depth historical backgrounds and hints The idea for the Command Series came from observation of actual tabletop military scenario exercises. The games challenge you to manage assets, strategically place and move them around the battlefield map, and try to out maneuver the enemy. Victory requires careful strategic thinking and fast responses to rapidly changing battlefield conditions. Sid Meier, one of the most well-known and prolific strategy game designer-producers, collaborated with historian Ed Bever to make the games incredibly historically accurate. The Command Series, including Decision in the Desert, Crusade in Europe, and Conflict in Vietnam, has been brought back by Atari and the titles are now available on Steam.",4,27.96,2,761,0,True,2021
